" ","Enrolled in school:!!Enrolled in grade 12","Enrolled in school:!!Enrolled in grade 12","Enrolled in school:!!Enrolled in grade 12","Enrolled in school:!!Enrolled in grade 12","Enrolled in school:!!Enrolled in grade 12","Enrolled in school:!!Enrolled in grade 12"
"80290",0,0,0,0,0,0
"80293",0,0,0,0,0,0
"80294",0,0,0,0,0,0
"80301",269,33,0,0,0,0
"80302",87,32,0,0,0,0
"80303",88,0,0,0,14,0
"80304",141,45,0,0,0,0
"80305",283,0,0,0,5,0
"80310",0,0,0,0,0,0
"80401",214,102,9,9,0,0
"80403",90,81,0,0,0,0
"80419",0,0,0,0,0,0
"80420",0,0,0,0,0,0
"80421",117,27,0,0,0,0
"80422",33,10,0,0,0,0
"80423",10,0,0,0,0,0
"80424",41,0,0,0,0,0
"80425",0,0,0,0,0,0
"80426",0,0,0,0,0,0
"80427",0,0,0,0,0,0
"80428",0,0,0,0,0,0
"80432",0,0,0,0,0,0
"80433",169,0,0,0,0,0
"80434",0,0,0,0,0,0
"80435",46,0,0,0,0,0
"80436",25,0,0,0,0,0
"80438",6,0,0,0,0,0
"80439",372,146,0,0,0,0
"80440",11,0,0,0,0,0
"80442",9,0,0,0,0,0
"80443",9,0,0,0,0,0
"80444",0,0,0,0,0,0
"80446",30,0,0,0,0,0
"80447",0,0,0,0,0,0
"80448",0,0,0,0,0,0
"80449",8,0,0,0,0,0
"80451",0,0,0,0,0,0
"80452",21,0,1,0,0,0
"80453",0,0,0,0,0,0
"80454",0,0,0,0,0,0
"80455",0,0,0,0,16,0
"80456",0,0,0,0,0,0
"80457",27,0,0,0,0,0
"80459",26,5,0,0,0,0
"80461",31,98,0,0,0,0
"80463",0,0,0,0,0,0
"80465",169,11,9,0,0,0
"80466",57,0,0,0,0,0
"80467",14,0,0,0,0,0
"80468",0,0,0,0,0,0
"80469",0,0,0,0,0,0
"80470",37,0,0,0,0,0
"80471",0,0,0,0,0,0
"80473",3,0,0,0,0,0
"80475",0,0,0,0,0,0
"80476",3,0,0,0,0,0
"80477",0,0,0,0,0,0
"80478",0,0,0,0,0,0
"80479",0,0,0,0,0,0
"80480",8,0,0,0,0,0
"80481",4,0,0,0,0,0
"80482",0,0,0,0,0,0
"80483",14,0,0,0,0,0
"80487",192,45,0,0,0,0
"80488",0,0,0,0,0,0
"80497",0,0,0,0,0,0
"80498",25,0,0,0,24,0
"80501",236,403,0,4,28,0
"80503",478,111,0,0,91,0
"80504",483,319,2,53,21,0
"80510",6,0,0,0,0,0
"80511",0,0,0,0,0,0
"80512",20,0,0,0,0,0
"80513",55,27,27,0,0,0
"80514",0,18,9,0,0,0
"80515",0,0,0,0,0,0
"80516",209,14,0,0,0,0
"80517",46,14,0,0,0,0
"80520",37,0,0,0,0,0
"80521",125,47,0,0,0,0
"80524",174,32,0,0,0,0
"80525",790,63,6,26,16,0
"80526",386,62,12,10,11,0
"80528",269,22,0,0,25,0
"80530",18,38,0,0,0,0
"80532",0,0,0,0,0,0
"80534",127,58,0,0,0,0
"80535",0,0,0,0,0,0
"80536",0,0,0,0,0,0
"80537",341,44,7,0,41,0
"80538",673,111,0,0,0,0
"80540",70,0,0,0,0,0
"80542",66,7,0,0,0,0
"80543",10,56,0,0,0,0
"80544",0,0,0,0,0,0
"80545",0,0,0,0,0,0
"80546",0,0,0,0,0,0
"80547",19,5,0,0,0,0
"80549",42,61,0,0,0,0
"80550",97,35,0,0,0,0
"80601",183,337,1,19,29,0
"80602",273,48,0,11,32,0
"80603",60,18,0,21,0,0
"80610",0,9,0,0,0,0
"80611",4,3,0,0,0,0
"80612",28,0,0,0,0,0
"80615",14,0,0,0,0,0
"80620",99,238,0,0,0,0
"80621",88,120,0,0,7,0
"80622",7,0,0,0,0,0
"80623",8,5,0,0,0,0
"80624",0,0,0,0,0,0
"80631",215,594,10,3,0,0
"80634",348,213,48,0,12,0
"80640",66,62,0,0,23,0
"80642",33,31,0,3,0,0
"80643",18,13,0,0,10,0
"80644",52,9,0,0,0,0
"80645",97,18,0,0,0,0
"80648",7,0,0,0,0,0
"80649",6,0,0,0,0,0
"80650",12,0,0,0,0,0
"80651",0,49,0,0,0,0
"80652",0,0,0,0,8,0
"80653",14,0,0,0,0,0
"80654",11,13,0,0,0,0
"80701",143,129,25,0,0,0
"80705",3,9,0,0,0,0
"80720",26,0,4,0,0,0
"80721",0,12,0,0,0,0
"80722",0,0,0,0,0,0
"80723",88,55,0,0,0,0
"80726",6,0,0,0,0,0
"80727",16,0,0,0,0,0
"80728",14,0,3,0,0,0
"80729",0,0,0,0,0,0
"80731",28,3,0,0,0,0
"80733",0,1,0,0,0,0
"80734",44,26,0,0,0,0
"80735",13,0,0,0,0,0
"80736",25,0,0,0,0,0
"80737",21,14,0,0,0,0
"80740",0,0,0,0,0,0
"80741",7,0,0,0,0,0
"80742",0,1,0,0,0,0
"80743",19,0,0,0,0,0
"80744",0,0,0,0,0,0
"80745",2,0,0,0,0,0
"80746",2,0,0,0,0,0
"80747",16,0,0,0,0,0
"80749",0,9,0,0,0,0
"80750",0,0,0,0,0,0
"80751",149,54,6,6,0,0
"80754",2,0,0,0,0,0
"80755",0,8,0,0,0,0
"80757",8,0,0,0,0,0
"80758",33,11,0,0,0,0
"80759",0,0,0,0,0,0
"80801",2,0,0,0,0,0
"80802",0,0,0,0,0,0
"80804",0,0,0,0,0,0
"80805",5,4,0,0,0,0
"80807",41,4,22,0,0,0
"80808",70,8,0,0,0,0
"80809",0,0,0,0,0,0
"80810",19,0,0,0,0,0
"80812",2,0,0,0,0,0
"80813",12,6,0,0,0,0
"80814",57,16,0,0,0,0
"80815",13,0,0,0,0,0
"80816",24,0,0,0,0,0
"80817",131,117,178,0,26,0
"80818",6,0,0,0,0,0
"80819",0,0,0,0,0,0
"80820",8,0,0,0,0,0
"80821",1,1,0,0,0,0
"80822",7,1,0,0,0,0
"80823",8,0,0,0,2,0
"80824",0,0,0,0,0,0
"80825",2,0,1,0,0,0
"80827",0,0,0,0,0,0
"80828",54,0,0,0,0,0
"80829",54,16,16,0,0,0
"80830",0,0,0,0,0,0
"80831",281,68,0,0,0,0
"80832",9,0,0,0,0,0
"80833",0,0,0,0,0,0
"80834",7,1,0,0,0,0
"80835",0,0,0,0,0,0
"80836",11,35,0,0,0,0
"80840",9,0,0,0,0,0
"80860",28,0,0,0,0,0
"80861",6,1,0,0,0,0
"80862",0,0,0,0,0,0
"80863",221,0,0,0,0,0
"80864",2,0,0,0,0,0
"80902",21,15,0,0,0,0
"80903",50,55,0,0,3,0
"80904",148,0,0,0,0,0
"80905",57,96,62,8,25,0
"80906",323,62,0,0,0,0
"80907",217,41,0,0,0,0
"80908",227,22,0,0,0,0
"80909",330,176,3,0,12,0
"80910",54,296,142,0,7,0
"80911",162,94,45,6,0,0
"80913",0,5,0,0,0,0
"80914",0,0,0,0,0,0
"80915",206,13,10,0,2,7
"80916",60,259,145,0,0,0
"80917",383,111,38,0,0,0
"80918",357,113,78,21,12,0
"80919",298,26,0,0,13,0
"80920",502,48,39,0,30,0
"80921",316,0,0,0,0,0
"80922",226,66,19,0,0,0
"80923",207,55,3,0,17,0
"80924",56,13,0,0,0,0
"80925",37,0,12,0,0,0
"80926",0,0,0,0,0,0
"80927",0,0,0,0,0,0
"80928",6,0,0,0,0,0
"80929",0,0,0,0,0,0
"80930",0,0,0,0,0,0
"80938",0,0,0,0,0,0
"80939",0,0,0,0,0,0
"80951",0,0,0,0,0,0
"81001",99,308,37,0,0,0
"81003",57,195,23,33,0,0
"81004",96,370,0,25,0,0
"81005",194,337,0,0,0,0
"81006",110,35,0,0,0,0
"81007",201,200,0,0,0,0
"81008",28,82,64,0,15,0
"81019",23,0,0,0,0,0
"81020",8,10,0,0,0,0
"81021",0,0,0,0,0,0
"81022",10,0,0,0,0,0
"81023",20,0,0,0,0,0
"81024",0,0,0,0,0,0
"81025",0,0,0,0,0,0
"81027",0,0,0,0,0,0
"81029",4,0,0,0,0,0
"81030",1,0,0,0,0,0
"81033",0,22,0,0,0,0
"81036",0,0,0,0,3,0
"81038",0,0,0,0,0,0
"81039",34,0,0,0,0,0
"81040",17,0,0,0,0,0
"81041",1,11,1,0,0,0
"81043",0,0,0,0,0,0
"81044",5,0,0,0,0,0
"81045",1,0,0,0,0,0
"81047",6,2,0,0,0,0
"81049",5,0,0,0,0,0
"81050",109,197,0,33,0,0
"81052",72,39,0,0,0,0
"81054",13,6,0,0,0,0
"81055",1,0,0,0,0,0
"81057",4,4,0,0,0,0
"81058",2,13,0,0,0,0
"81059",0,0,0,0,0,0
"81062",24,0,0,0,0,0
"81063",87,17,0,0,0,0
"81064",10,0,0,0,0,0
"81067",12,52,0,0,0,0
"81069",50,8,0,0,0,0
"81071",10,4,0,0,0,0
"81073",12,0,0,0,0,0
"81076",0,30,0,0,0,0
"81077",5,0,0,0,0,0
"81081",0,0,0,0,0,0
"81082",20,148,0,0,0,0
"81084",0,0,0,0,0,0
"81087",0,5,0,0,0,0
"81089",12,7,0,0,0,0
"81090",15,0,0,2,0,0
"81091",18,1,0,0,0,0
"81092",9,5,0,0,0,0
"81101",104,40,12,0,0,0
"81120",4,9,0,0,0,0
"81121",0,0,0,0,0,0
"81122",69,7,0,0,0,0
"81123",0,37,0,0,0,0
"81124",0,0,0,0,0,0
"81125",24,131,0,7,0,0
"81126",0,0,0,0,0,0
"81128",0,0,0,0,0,0
"81129",0,0,0,0,0,0
"81130",0,0,0,0,0,0
"81131",3,0,0,0,0,0
"81132",19,100,0,0,0,0
"81133",0,12,0,0,0,0
"81136",4,5,0,0,0,0
"81137",32,24,0,55,0,0
"81138",0,0,0,0,0,0
"81140",12,53,0,0,0,0
"81141",0,0,0,0,0,0
"81143",22,3,0,0,0,0
"81144",13,46,0,0,0,0
"81146",12,0,0,0,0,0
"81147",98,91,0,11,0,0
"81148",4,18,0,0,0,0
"81149",0,3,0,0,0,0
"81151",13,5,0,0,0,0
"81152",0,0,0,0,0,0
"81154",0,9,0,0,0,0
"81155",0,0,0,0,0,0
"81201",93,3,0,0,0,0
"81210",0,0,0,0,0,0
"81211",56,0,0,0,0,0
"81212",328,15,5,7,0,0
"81220",0,0,0,0,0,0
"81221",2,0,0,0,0,0
"81222",11,0,0,0,0,0
"81223",0,0,0,0,0,0
"81224",70,0,0,0,0,0
"81225",0,0,0,0,0,0
"81226",78,21,16,21,0,22
"81227",0,0,0,0,0,0
"81230",82,49,0,0,0,0
"81231",0,0,0,0,0,0
"81232",8,0,0,0,0,0
"81233",0,0,0,0,0,0
"81235",0,0,0,0,0,0
"81236",0,10,0,0,0,0
"81237",0,0,0,0,0,0
"81239",0,0,0,0,0,0
"81240",25,0,0,0,0,0
"81241",0,0,0,0,0,0
"81242",0,0,0,0,0,0
"81243",0,0,0,0,0,0
"81244",8,0,0,0,0,0
"81248",0,0,0,0,0,0
"81251",0,0,0,0,0,0
"81252",56,0,8,0,0,0
"81253",8,0,0,0,0,0
"81301",316,1,10,26,0,0
"81303",48,1,0,2,0,0
"81320",0,0,0,0,0,0
"81321",122,202,0,46,0,0
"81323",54,0,0,0,0,0
"81324",15,0,0,0,0,0
"81325",0,0,0,0,0,0
"81326",37,2,0,0,0,0
"81327",6,0,0,0,0,0
"81328",16,2,0,0,0,0
"81330",0,0,0,0,0,0
"81331",0,0,0,0,0,0
"81332",0,0,0,0,0,0
"81334",11,0,0,36,0,0
"81335",0,0,0,0,0,0
"81401",164,80,0,0,0,0
"81403",328,29,0,0,0,0
"81410",0,0,0,0,0,0
"81411",0,0,0,0,0,0
"81413",72,0,0,0,0,0
"81415",2,0,0,0,0,0
"81416",167,26,0,0,2,0
"81418",37,0,0,0,0,0
"81419",25,3,0,0,0,0
"81422",34,0,0,0,0,0
"81423",6,0,0,0,0,0
"81424",20,0,0,0,0,0
"81425",24,14,0,0,0,0
"81426",0,0,0,0,0,0
"81427",23,0,0,0,0,0
"81428",92,0,0,0,0,0
"81429",0,0,0,0,0,0
"81430",12,0,0,0,0,0
"81431",14,0,0,0,0,0
"81432",40,0,0,0,0,0
"81433",0,0,0,0,0,0
"81434",0,0,0,0,0,0
"81435",13,0,0,0,0,0
"81501",196,79,31,7,16,0
"81503",121,121,0,0,0,0
"81504",267,58,20,0,0,0
"81505",79,43,0,0,0,0
"81506",64,0,0,0,0,0
"81507",193,54,0,0,11,0
"81520",70,0,23,0,0,0
"81521",262,68,0,0,0,0
"81522",0,0,0,0,0,0
"81523",0,0,0,0,0,0
"81524",29,0,0,0,0,0
"81525",0,0,0,0,0,0
"81526",58,44,0,0,0,0
"81527",0,0,0,0,0,0
"81601",206,113,0,0,0,0
"81610",0,0,0,0,0,0
"81611",176,21,5,0,0,0
"81612",0,0,0,0,0,0
"81615",47,0,0,0,0,0
"81620",39,64,0,0,0,0
"81621",108,64,0,0,0,0
"81623",157,348,0,0,0,0
"81624",27,0,0,9,0,0
"81625",153,25,0,0,0,0
"81630",11,0,0,0,0,0
"81631",39,94,0,0,0,0
"81632",103,20,0,0,0,0
"81633",0,0,0,0,0,0
"81635",62,41,0,0,0,0
"81637",104,99,0,0,0,0
"81638",0,0,0,0,0,0
"81639",48,0,0,0,0,0
"81640",0,0,0,0,0,0
"81641",5,0,0,0,0,0
"81642",0,0,0,0,0,0
"81643",0,0,0,2,0,0
"81645",2,0,0,0,0,0
"81646",0,0,0,0,0,0
"81647",48,44,0,0,0,0
"81648",12,14,0,0,0,0
"81649",0,0,0,0,0,0
"81650",29,62,0,0,0,0
"81652",101,29,0,1,0,0
"81653",0,0,0,0,0,0
"81654",0,0,0,0,0,0
"81655",0,0,0,0,0,0
"81656",0,0,0,0,0,0
"81657",5,0,0,0,0,0
"82001",343,55,26,0,16,0
"82005",0,0,0,0,0,0
"82007",433,29,17,11,0,0
"82009",327,101,0,0,0,0
"82050",5,0,0,0,0,0
"82051",0,0,0,0,0,0
"82052",0,0,0,0,0,0
"82053",11,0,0,0,0,0
"82054",0,0,0,0,0,0
"82055",0,0,0,0,0,0
"82058",0,0,0,0,0,0
"82059",0,0,0,0,0,0
"82060",0,0,0,0,0,0
"82061",0,0,0,0,0,0
"82063",0,0,0,0,0,0
"82070",70,69,0,0,0,0
"82072",111,17,0,0,0,0
"82073",0,0,0,3,0,0
"82081",0,0,0,0,0,0
"82082",28,18,0,0,0,0
"82083",0,0,0,0,0,0
"82084",0,0,0,0,0,0
"82190",0,0,0,0,0,0
"82201",83,1,0,0,0,0
"82210",1,0,0,0,0,0
"82212",12,0,0,0,0,0
"82213",0,0,0,0,0,0
"82214",16,0,0,0,0,0
"82215",0,0,0,0,0,0
"82217",0,0,0,0,0,0
"82219",0,0,0,0,0,0
"82221",4,0,0,0,0,0
"82222",0,0,0,0,0,0
"82223",8,0,0,0,0,0
"82224",0,0,0,0,0,0
"82225",41,7,0,5,0,0
"82227",4,0,0,0,0,0
"82229",0,0,0,0,0,0
"82240",93,15,0,5,0,0
"82242",0,0,0,0,0,0
"82243",0,0,0,0,0,0
"82244",16,0,0,0,0,0
"82301",52,24,0,0,0,0
"82321",22,0,0,0,0,3
"82322",0,0,0,0,0,0
"82323",0,0,0,0,0,0
"82324",2,0,0,0,0,0
"82325",41,0,0,0,0,0
"82327",0,0,0,0,0,0
"82329",0,0,0,0,0,0
"82331",37,7,0,0,0,0
"82332",0,0,0,0,0,0
"82334",5,0,0,0,0,0
"82335",0,0,0,0,0,0
"82336",0,0,0,0,0,0
"82401",133,4,0,0,0,0
"82410",29,0,0,0,0,0
"82411",6,0,0,0,0,0
"82412",22,0,0,0,0,0
"82414",88,0,0,0,10,0
"82420",4,0,0,0,0,0
"82421",5,8,0,0,0,0
"82422",0,0,0,0,0,0
"82423",0,0,0,0,0,0
"82426",32,32,0,2,0,0
"82428",0,0,0,0,0,0
"82430",0,0,0,0,0,0
"82431",38,8,0,0,0,0
"82432",0,0,0,0,0,0
"82433",27,0,0,0,0,0
"82434",8,0,0,0,0,0
"82435",34,14,0,0,0,0
"82440",0,0,0,0,0,0
"82441",9,0,0,0,0,0
"82442",3,0,0,0,0,0
"82443",46,0,0,0,0,0
"82450",0,0,0,0,0,0
"82501",142,16,0,42,0,0
"82510",4,0,0,6,0,0
"82512",0,0,0,0,0,0
"82513",21,0,0,0,0,0
"82514",0,0,0,11,0,0
"82515",2,0,0,0,0,0
"82516",0,0,0,0,0,0
"82520",60,2,5,62,0,0
"82523",3,0,0,0,0,0
"82601",357,14,0,0,0,0
"82604",345,38,0,0,0,0
"82609",219,7,0,0,0,0
"82620",0,0,0,0,0,0
"82630",0,0,0,0,0,0
"82633",74,1,0,0,0,0
"82635",0,0,0,0,0,0
"82636",24,0,0,0,0,0
"82637",50,0,0,0,0,0
"82638",0,0,0,0,0,0
"82639",0,0,0,0,0,0
"82640",0,0,0,0,0,0
"82642",0,0,0,0,0,0
"82643",19,0,0,0,0,0
"82644",21,0,0,0,0,0
"82646",0,0,0,0,0,0
"82648",0,0,0,0,0,0
"82649",7,0,0,0,0,0
"82701",129,68,0,3,0,0
"82710",0,0,0,0,0,0
"82711",17,0,0,0,0,0
"82712",0,0,0,0,0,0
"82714",0,0,0,0,0,0
"82715",0,0,0,0,0,0
"82716",146,7,0,0,0,0
"82718",211,3,20,22,6,0
"82720",80,0,0,0,0,0
"82721",73,0,0,0,0,0
"82723",0,0,0,0,0,0
"82725",0,0,0,0,0,0
"82727",0,0,0,0,0,0
"82729",12,0,0,0,0,0
"82730",20,2,0,0,0,0
"82731",15,0,0,0,0,0
"82732",45,0,0,0,0,0
"82801",204,0,0,0,30,0
"82831",0,0,0,0,0,0
"82832",17,0,0,0,0,0
"82833",0,0,0,0,0,0
"82834",118,0,0,0,0,0
"82835",5,0,0,0,6,0
"82836",11,0,0,0,0,0
"82837",0,0,0,0,0,0
"82838",0,0,0,0,0,0
"82839",2,0,0,0,0,0
"82842",0,0,0,0,0,0
"82844",0,0,0,0,0,0
"82845",0,0,0,0,0,0
"82901",326,124,0,0,0,0
"82922",0,0,0,0,0,0
"82923",0,0,0,0,0,0
"82925",0,0,0,0,0,0
"82929",0,0,0,0,0,0
"82930",151,17,0,0,0,0
"82932",0,30,0,0,0,0
"82933",15,0,0,0,0,0
"82934",0,0,0,0,0,0
"82935",185,12,0,0,0,0
"82936",0,0,0,0,0,0
"82937",43,14,0,0,0,0
"82938",0,0,0,0,0,0
"82939",24,0,0,0,0,0
"82941",7,0,0,0,0,0
"82942",0,0,0,0,0,0
"82943",0,0,0,0,0,0
"82944",13,0,0,0,0,0
"82945",0,3,0,0,0,0
"83001",103,62,0,0,0,0
"83011",0,0,0,0,0,0
"83012",0,0,0,0,0,0
"83013",0,0,0,0,0,0
"83014",68,0,0,0,0,0
"83025",0,0,0,0,0,0
"83101",36,0,0,0,0,0
"83110",131,0,0,0,6,0
"83111",14,0,0,0,0,0
"83112",0,0,0,0,0,0
"83113",99,0,0,0,0,0
"83114",13,0,0,0,0,0
"83115",0,0,0,0,0,0
"83116",2,0,0,0,0,0
"83118",10,0,0,0,0,0
"83119",0,0,0,0,0,0
"83120",0,0,0,0,0,0
"83121",0,0,0,0,0,0
"83122",0,0,0,0,0,0
"83123",8,0,0,0,0,0
"83124",0,0,0,0,0,0
"83126",0,0,0,0,0,0
"83127",15,0,0,0,0,0
"83128",0,0,0,0,0,0
"83201",315,50,13,8,0,0
"83202",219,97,0,57,0,0
"83203",0,0,0,11,0,0
"83204",267,10,0,0,7,0
"83209",0,0,0,0,0,0
"83210",40,36,0,0,0,0
"83211",94,0,0,2,0,0
"83212",0,0,0,0,0,0
"83213",36,0,16,0,0,0
"83214",12,0,0,0,0,0
"83215",0,0,0,0,0,0
"83217",15,0,0,0,0,0
"83218",3,0,0,0,0,0
"83220",4,0,0,0,0,0
"83221",261,23,0,21,0,0
"83223",0,0,0,0,0,0
"83226",34,0,0,0,0,0
"83227",30,0,0,0,0,0
"83228",12,0,0,2,0,0
"83232",9,0,0,0,0,0
"83233",0,0,0,0,0,0
"83234",15,0,0,0,0,0
"83235",0,0,0,0,0,0
"83236",37,12,0,0,0,0
"83237",26,0,0,0,0,0
"83238",0,0,0,0,0,0
"83239",12,2,0,0,0,0
"83241",18,7,0,0,0,0
"83243",0,0,0,0,0,0
"83244",0,5,0,0,0,0
"83245",6,5,0,0,0,0
"83246",33,0,0,0,0,0
"83250",12,4,0,0,0,0
"83251",2,0,0,0,0,0
"83252",73,0,0,0,0,0
"83253",0,0,0,0,0,0
"83254",20,8,0,0,0,0
"83255",30,0,0,0,0,0
"83261",9,0,0,0,0,0
"83262",18,0,0,0,0,0
"83263",147,0,0,10,0,0
"83271",28,0,0,0,0,0
"83272",7,0,0,0,0,0
"83274",85,20,0,0,0,0
"83276",65,0,0,0,0,0
"83277",0,0,0,0,0,0
"83278",0,0,0,0,0,0
"83281",0,0,0,0,0,0
"83283",0,0,0,0,0,0
"83285",5,0,0,0,0,0
"83286",27,0,0,0,0,0
"83287",0,0,0,0,0,0
"83301",513,109,0,14,44,0
"83302",0,0,0,0,0,0
"83311",26,3,0,0,0,0
"83312",4,0,0,0,0,0
"83313",20,65,0,0,0,0
"83314",0,5,0,0,8,0
"83316",81,3,0,0,0,0
"83318",194,167,0,0,0,0
"83320",30,3,0,0,0,0
"83321",9,0,0,0,0,0
"83322",0,0,0,0,0,0
"83323",22,4,0,0,0,0
"83324",10,0,0,0,0,0
"83325",3,0,0,0,0,0
"83327",25,36,0,0,0,0
"83328",41,3,0,0,0,0
"83330",55,27,0,0,0,0
"83332",12,5,0,0,0,0
"83333",76,0,0,0,0,0
"83334",32,36,0,0,0,0
"83335",7,1,0,1,0,0
"83336",3,40,0,0,0,0
"83337",0,0,0,0,0,0
"83338",49,160,0,0,0,0
"83340",0,0,0,0,0,0
"83341",218,33,0,0,0,0
"83342",19,0,0,0,0,0
"83344",4,4,0,0,0,0
"83346",15,0,0,0,0,0
"83347",20,54,0,0,0,0
"83348",0,0,0,0,0,0
"83349",14,2,0,0,0,0
"83350",131,100,0,0,0,0
"83352",46,19,0,0,0,0
"83353",32,0,0,0,0,0
"83354",0,0,0,0,0,0
"83355",35,66,0,0,0,0
"83401",483,180,0,0,0,0
"83402",350,71,13,0,0,12
"83404",456,38,0,0,0,0
"83406",243,25,0,0,0,0
"83414",0,0,0,0,0,0
"83420",28,0,0,0,0,0
"83421",0,0,0,0,0,0
"83422",85,24,0,0,0,0
"83423",0,0,0,0,0,0
"83424",0,0,0,0,0,0
"83425",15,0,0,0,0,0
"83427",39,8,0,0,0,0
"83428",0,0,0,0,0,0
"83429",0,0,0,0,0,0
"83431",4,0,0,0,0,0
"83433",0,0,0,0,0,0
"83434",42,3,0,0,0,0
"83435",3,5,0,0,0,0
"83436",0,0,0,0,0,0
"83440",411,30,20,0,0,0
"83442",297,0,0,0,0,0
"83443",0,6,0,0,0,0
"83444",3,16,0,0,0,0
"83445",86,20,0,0,0,0
"83446",0,0,0,0,0,0
"83448",46,9,2,0,0,0
"83449",0,0,0,0,0,0
"83450",12,4,0,0,0,0
"83451",3,16,0,0,0,0
"83452",0,0,0,0,0,0
"83454",0,2,0,0,0,0
"83455",118,46,0,0,0,0
"83460",0,0,0,0,0,0
"83462",0,0,0,0,0,0
"83463",0,0,0,0,0,0
"83464",0,0,0,0,0,0
"83465",5,0,0,0,0,0
"83466",0,0,0,0,0,0
"83467",65,6,0,0,0,0
"83468",5,0,0,0,0,0
"83469",0,0,0,0,0,0
"83501",277,35,0,27,2,0
"83520",0,0,0,0,0,0
"83522",70,24,0,1,3,0
"83523",12,0,0,0,0,0
"83524",8,4,4,5,0,0
"83525",0,0,0,0,0,0
"83526",9,0,0,0,0,0
"83530",28,0,0,0,0,0
"83533",0,0,0,0,0,0
"83535",28,0,0,0,0,0
"83536",7,0,0,3,0,0
"83537",20,0,0,0,0,0
"83539",15,0,0,0,0,0
"83540",0,3,0,30,0,0
"83541",5,7,0,0,0,0
"83542",5,0,0,0,0,0
"83543",35,0,0,0,0,0
"83544",45,0,0,0,0,0
"83545",9,0,0,0,0,0
"83546",8,0,0,5,0,0
"83547",0,0,0,0,0,0
"83548",1,0,0,0,0,0
"83549",3,15,0,0,0,0
"83552",36,0,0,0,0,0
"83553",0,0,0,0,0,0
"83554",0,0,0,0,0,0
"83555",0,0,0,0,0,0
"83601",0,0,0,0,0,0
"83602",0,0,0,0,0,0
"83604",0,14,0,0,0,0
"83605",190,366,0,0,0,0
"83607",223,115,0,0,0,0
"83610",9,0,0,0,0,0
"83611",27,0,0,0,0,0
"83612",23,0,0,0,0,0
"83615",17,0,0,0,0,0
"83616",282,31,0,0,0,0
"83617",213,0,0,0,0,0
"83619",19,0,0,0,0,0
"83622",10,1,2,0,0,0
"83623",41,8,0,0,0,0
"83624",12,16,0,0,0,0
"83626",13,9,0,0,0,0
"83627",5,0,0,0,0,0
"83628",127,104,0,0,0,0
"83629",22,0,0,0,0,0
"83631",0,0,0,0,0,0
"83632",0,0,0,0,0,0
"83633",12,0,0,0,0,0
"83634",245,50,0,5,2,0
"83636",0,0,0,0,0,0
"83637",0,0,0,0,0,0
"83638",184,1,0,0,0,0
"83639",9,17,0,0,0,0
"83641",81,32,0,0,0,0
"83642",310,40,0,0,0,0
"83643",0,0,0,0,0,0
"83644",124,0,0,0,0,0
"83645",0,0,0,0,0,0
"83646",750,72,5,0,0,0
"83647",157,114,26,17,0,0
"83648",40,0,0,0,0,0
"83650",1,0,0,0,0,0
"83651",408,139,0,0,39,0
"83654",5,0,0,0,0,0
"83655",98,31,0,0,0,0
"83656",5,0,0,0,0,0
"83657",0,0,0,0,0,0
"83660",60,41,0,0,0,0
"83661",115,61,0,0,0,0
"83666",0,0,0,0,0,0
"83669",102,48,0,0,0,0
"83670",0,0,0,0,0,0
"83671",0,0,0,0,0,0
"83672",91,20,0,0,8,0
"83676",32,66,0,0,0,0
"83677",0,0,0,0,0,0
"83686",279,136,0,0,0,0
"83687",286,110,0,0,0,0
"83702",167,10,0,0,0,0
"83703",83,0,0,0,0,0
"83704",624,120,0,0,9,0
"83705",108,29,0,0,29,0
"83706",342,0,0,0,12,50
"83709",587,129,0,0,13,0
"83712",115,0,0,0,0,0
"83713",357,10,0,23,0,0
"83714",122,21,0,0,0,0
"83716",224,56,0,0,7,0
"83801",230,0,0,0,0,0
"83802",33,0,0,0,0,0
"83803",0,0,0,0,0,0
"83804",0,0,0,0,0,0
"83805",20,32,0,0,0,0
"83806",11,0,0,0,0,0
"83808",0,0,0,0,0,0
"83809",0,0,0,0,0,0
"83810",13,0,0,0,0,0
"83811",17,0,0,0,0,0
"83812",15,0,0,0,0,0
"83813",0,0,0,0,0,0
"83814",145,43,0,0,0,0
"83815",580,18,0,7,0,0
"83821",16,0,0,0,0,0
"83822",48,0,0,0,0,0
"83823",12,0,0,0,0,0
"83824",0,0,0,0,0,0
"83825",0,0,0,0,0,0
"83826",0,0,0,0,0,0
"83827",0,0,0,0,0,0
"83830",0,0,0,0,0,0
"83832",24,0,0,0,0,0
"83833",0,0,0,0,0,0
"83834",0,0,0,0,0,0
"83835",492,0,0,0,0,0
"83836",0,0,0,0,0,0
"83837",39,0,0,0,0,0
"83839",0,0,0,0,0,0
"83840",0,0,0,0,0,0
"83841",0,0,0,0,0,0
"83842",0,0,0,0,0,0
"83843",277,13,0,0,8,0
"83844",0,0,0,0,0,0
"83845",10,0,0,0,0,0
"83846",2,0,0,0,0,0
"83847",0,0,0,0,0,0
"83848",0,0,0,0,0,0
"83849",26,0,0,0,0,0
"83850",45,0,0,0,0,0
"83851",2,1,1,2,0,0
"83852",0,0,0,0,0,0
"83854",440,42,0,0,0,0
"83855",6,43,0,0,0,0
"83856",42,0,0,0,0,0
"83857",9,0,0,0,0,0
"83858",202,0,0,33,0,0
