"","county","state","county_12th_hispanic","county_12th_white","county_12th_black","county_12th_native","county_12th_asianPI","id","total"
"3066","Door"," Wisconsin",5,261,4,0,0,"Door, Wisconsin",270
"3067","Douglas"," Wisconsin",3,500,14,2,7,"Douglas, Wisconsin",526
"3068","Dunn"," Wisconsin",5,447,3,0,33,"Dunn, Wisconsin",488
"3069","Eau Claire"," Wisconsin",33,1002,9,8,52,"Eau Claire, Wisconsin",1104
"3070","Florence"," Wisconsin",0,64,0,0,0,"Florence, Wisconsin",64
"3071","Fond du Lac"," Wisconsin",189,1336,2,5,5,"Fond du Lac, Wisconsin",1537
"3072","Forest"," Wisconsin",3,129,0,54,0,"Forest, Wisconsin",186
"3073","Grant"," Wisconsin",28,386,6,0,13,"Grant, Wisconsin",433
"3074","Green"," Wisconsin",3,450,24,9,8,"Green, Wisconsin",494
"3075","Green Lake"," Wisconsin",23,186,0,0,0,"Green Lake, Wisconsin",209
"3076","Iowa"," Wisconsin",10,363,0,0,0,"Iowa, Wisconsin",373
"3077","Iron"," Wisconsin",0,77,0,0,0,"Iron, Wisconsin",77
"3078","Jackson"," Wisconsin",15,208,0,29,21,"Jackson, Wisconsin",273
"3079","Jefferson"," Wisconsin",115,933,3,3,0,"Jefferson, Wisconsin",1054
"3080","Juneau"," Wisconsin",11,440,46,0,0,"Juneau, Wisconsin",497
"3081","Kenosha"," Wisconsin",471,2206,379,0,37,"Kenosha, Wisconsin",3093
"3082","Kewaunee"," Wisconsin",19,276,3,0,2,"Kewaunee, Wisconsin",300
"3083","La Crosse"," Wisconsin",23,952,36,6,116,"La Crosse, Wisconsin",1133
"3084","Lafayette"," Wisconsin",4,207,1,0,0,"Lafayette, Wisconsin",212
"3085","Langlade"," Wisconsin",8,258,0,0,0,"Langlade, Wisconsin",266
"3086","Lincoln"," Wisconsin",0,452,2,0,3,"Lincoln, Wisconsin",457
"3087","Manitowoc"," Wisconsin",26,1076,1,4,52,"Manitowoc, Wisconsin",1159
"3088","Marathon"," Wisconsin",94,1603,20,13,236,"Marathon, Wisconsin",1966
"3089","Marinette"," Wisconsin",3,491,0,7,0,"Marinette, Wisconsin",501
"3090","Marquette"," Wisconsin",0,178,0,0,5,"Marquette, Wisconsin",183
"3091","Menominee"," Wisconsin",0,1,0,62,0,"Menominee, Wisconsin",63
"3092","Milwaukee"," Wisconsin",2273,4599,5573,96,529,"Milwaukee, Wisconsin",13070
"3093","Monroe"," Wisconsin",35,677,59,9,5,"Monroe, Wisconsin",785
"3094","Oconto"," Wisconsin",7,619,0,9,3,"Oconto, Wisconsin",638
"3095","Oneida"," Wisconsin",12,498,27,0,46,"Oneida, Wisconsin",583
"3096","Outagamie"," Wisconsin",129,2110,30,53,195,"Outagamie, Wisconsin",2517
"3097","Ozaukee"," Wisconsin",32,1163,7,0,66,"Ozaukee, Wisconsin",1268
"3098","Pepin"," Wisconsin",0,100,0,0,0,"Pepin, Wisconsin",100
"3099","Pierce"," Wisconsin",13,436,0,37,0,"Pierce, Wisconsin",486
"3100","Polk"," Wisconsin",5,620,0,2,0,"Polk, Wisconsin",627
"3101","Portage"," Wisconsin",27,712,0,0,52,"Portage, Wisconsin",791
"3102","Price"," Wisconsin",0,129,0,0,0,"Price, Wisconsin",129
"3103","Racine"," Wisconsin",386,1974,471,0,37,"Racine, Wisconsin",2868
"3104","Richland"," Wisconsin",0,214,0,0,0,"Richland, Wisconsin",214
"3105","Rock"," Wisconsin",167,1667,78,9,39,"Rock, Wisconsin",1960
"3106","Rusk"," Wisconsin",5,161,0,1,0,"Rusk, Wisconsin",167
"3107","St. Croix"," Wisconsin",62,1092,26,6,46,"St. Croix, Wisconsin",1232
"3108","Sauk"," Wisconsin",40,636,3,27,15,"Sauk, Wisconsin",721
"3109","Sawyer"," Wisconsin",0,172,0,51,0,"Sawyer, Wisconsin",223
"3110","Shawano"," Wisconsin",6,511,0,23,0,"Shawano, Wisconsin",540
"3111","Sheboygan"," Wisconsin",199,1335,109,6,128,"Sheboygan, Wisconsin",1777
"3112","Taylor"," Wisconsin",2,300,0,0,0,"Taylor, Wisconsin",302
"3113","Trempealeau"," Wisconsin",30,384,0,0,4,"Trempealeau, Wisconsin",418
"3114","Vernon"," Wisconsin",4,462,7,0,2,"Vernon, Wisconsin",475
"3115","Vilas"," Wisconsin",1,263,5,47,3,"Vilas, Wisconsin",319
"3116","Walworth"," Wisconsin",246,1319,39,19,33,"Walworth, Wisconsin",1656
"3117","Washburn"," Wisconsin",1,169,8,20,0,"Washburn, Wisconsin",198
"3118","Washington"," Wisconsin",152,1737,46,0,9,"Washington, Wisconsin",1944
"3119","Waukesha"," Wisconsin",476,5282,122,0,104,"Waukesha, Wisconsin",5984
"3120","Waupaca"," Wisconsin",25,645,3,9,0,"Waupaca, Wisconsin",682
"3121","Waushara"," Wisconsin",40,295,40,0,18,"Waushara, Wisconsin",393
"3122","Winnebago"," Wisconsin",98,1619,137,30,96,"Winnebago, Wisconsin",1980
"3123","Wood"," Wisconsin",14,1015,19,32,30,"Wood, Wisconsin",1110
"3124","Albany"," Wyoming",86,181,0,3,0,"Albany, Wyoming",270
"3125","Big Horn"," Wyoming",48,153,0,2,0,"Big Horn, Wyoming",203
"3126","Campbell"," Wyoming",10,417,20,22,6,"Campbell, Wyoming",475
"3127","Carbon"," Wyoming",31,159,0,0,3,"Carbon, Wyoming",193
"3128","Converse"," Wyoming",1,124,0,0,0,"Converse, Wyoming",125
